Fish_Individual_ID,Fork_Length,Total_Length,Round_Weight,Sex_ID,Assessed_Fish_Age,Assessed_Age_Confidence
700080387,320,334,333,2,4,9
700091417,400,444,833,1,7,6
700074036,404,452,845,1,16,6
700053642,331,355,435,4,5,6
700102478,390,440,885,2,10,7
1400063640,382,410,360,2,2,7
700076603,250,267,148,4,3,9
700037625,224,254,115,2,5,8
700120331,423,453,909,4,12,7
700046352,433,471,1139,,9,6
700055256,550,614,2081,2,28,8
700046488,300,320,283,2,4,9
700096947,538,583,1700,2,10,9
700129234,460,510,1414,,12,5
700049814,457,479,1127,1,14,9
700074790,222,237,90,4,2,9
700037533,176,188,82,,6,7
700051155,245,256,243,2,11,5
1400075083,155,165,32,4,1,9
700118346,610,638,1812,2,15,9
700045910,596,632,1596,2,8,6
700054136,353,382,648,,5,8
700066252,269,297,210,1,9,8
700122247,232,261,170,2,2,8
700043371,243,259,250,,3,8
700083088,628,672,1055,2,8,5
700088398,394,422,723,4,9,8
700085943,448,485,456,2,10,6
700094601,362,410,564,2,10,7
700036871,460,511,1039,2,9,8
700092725,329,355,519,,5,8
700074864,286,307,250,2,4,8
700097748,610,685,1550,1,27,6
700130120,545,573,1864,2,12,8
1400072936,512,,,,14,8
700083087,530,565,837,2,4,7
700117177,225,328,242,1,5,7
700061209,415,441,766,4,8,8
700136983,223,249,109,4,7,8
700060807,349,349,189,2,6,8
700043259,518,518,888,,10,6
80020,235,245,145,1,2,7
700142883,472,504,1129,2,9,8
700070364,714,754,2572,2,6,6
700117208,482,511,1240,2,7,8
700036013,421,463,815,2,9,6
700043856,443,489,1118,1,16,7
700086261,382,405,558,4,7,8
700066752,358,379,500,2,6,9
700033121,218,230,130,4,9,6
154688,334,356,405,1,5,9
700106058,409,458,889,,10,6
700094120,685,717,3901,2,13,7
1400075086,190,202,64,2,1,9
1400057104,187,196,86,,5,6
700073415,342,383,466,2,6,9
700034253,285,303,205,1,2,9
700135644,155,163,33,1,2,9
700132555,392,441,738,1,21,8
700107409,275,292,207,1,3,9
700030393,275,285,240,4,6,8
1400012892,195,207,85,4,3,8
700085870,461,523,1525,1,14,6
700081956,718,755,3900,2,18,7
700121116,335,360,331,1,8,8
700034248,379,405,600,1,3,9
700084964,282,301,227,4,5,8
700062569,364,392,490,,6,8
700048898,354,373,426,4,3,9
700068587,358,383,443,1,13,9
700116647,216,243,134,4,3,9
700134673,490,490,902,2,10,8
89595,380,410,700,1,4,9
700037595,312,332,435,,6,7
700134521,498,530,645,1,3,8
700049346,532,585,1512,1,16,6
700069454,374,399,493,1,6,9
1400084581,248,262,190,1,3,8
84013,468,514,950,2,13,6
700114693,410,432,820,1,3,9
700134637,254,276,240,4,7,6
700072249,480,527,1237,2,12,8
700112933,660,705,1780,2,7,4
700104036,135,140,32,4,4,9
168385,497,525,1150,2,6,9
700053781,411,439,592,2,8,7
700083172,460,487,955,2,9,8
700050483,497,497,759,,10,8
700097274,420,453,1033,2,8,8
700061594,413,436,681,2,8,8
700090926,132,140,32,4,3,8
700032431,370,393,529,4,4,9
700054530,315,334,336,4,4,7
700124446,210,219,98,4,2,9
700050913,206,219,138,2,5,8
1400058651,530,563,924,2,5,6
700130758,556,589,1562,2,13,8
700139791,451,502,1471,2,16,6
700103524,441,469,1009,1,6,9
700105152,569,625,1951,1,15,6
163056,436,462,840,1,8,9
175174,464,498,970,2,7,8
149641,398,423,650,2,5,9
700051488,441,463,1228,1,13,6
700073226,461,487,1358,2,9,9
700142006,241,260,199,,4,6
700095743,487,509,1168,1,7,9
700043884,469,527,1126,2,20,6
1400037625,251,266,240,2,4,7
130318,337,376,362,2,7,8
700055183,225,251,135,2,3,9
700130674,390,411,676,1,7,8
700110034,474,531,1622,2,18,8
700114598,633,671,1520,2,4,9
700068194,810,850,3897,2,14,5
700039779,302,327,269,1,3,9
700139369,400,430,835,1,12,7
700074003,403,453,950,2,16,5
700048427,365,392,514,1,8,8
700102608,298,331,290,4,5,9
700070396,521,555,906,2,5,5
700042276,390,415,616,4,4,9
700117419,434,465,857,2,8,8
700085038,334,358,405,4,6,8
700141431,390,418,690,2,13,8
111897,432,463,801,1,5,9
700051168,205,214,164,4,5,8
700043916,326,347,333,1,4,7
700113226,455,506,,4,13,6
700036352,246,257,250,4,9,7
700142214,386,415,389,2,3,8
80822,532,564,1575,1,11,8
700045557,395,426,887,4,6,7
700142610,586,625,1208,1,4,7
700081042,346,386,445,1,7,9
159226,312,330,270,2,8,6
700071958,353,369,481,4,5,9
71284,345,355,436,2,3,9
700065661,826,868,4360,1,11,3
700131123,253,287,238,4,3,8
700130051,492,523,1060,2,18,9
700036243,253,264,235,4,7,6
700031505,587,620,2109,2,10,8
700072101,459,490,1300,2,9,8
700094509,443,470,1029,2,4,9
121982,318,356,360,1,6,6
700117410,394,440,765,2,7,6
700074618,451,508,1200,2,12,6
700063001,319,336,310,2,2,8
700051295,243,252,199,4,7,8
700064393,492,523,1227,2,16,9
80010,265,278,180,2,2,6
700093668,249,262,147,4,2,9
1400010906,238,250,132,4,1,9
1400035826,312,333,300,2,3,8
700124904,292,317,266,2,6,8
700120087,329,370,410,1,11,8
700096933,450,483,1000,1,9,7
700072472,364,391,735,4,9,6
700070786,420,450,1925,2,9,9
78102,373,415,590,1,6,7
700141823,181,214,76,2,4,9
700104747,270,304,246,2,5,8
700142934,400,453,851,2,12,8
700095527,373,409,821,4,10,6
700086455,398,425,709,1,12,8
700051261,253,274,148,2,4,8
110654,414,440,610,1,10,9
700137158,450,480,946,2,9,8
700060145,288,308,247,4,5,9
700106234,655,692,3600,2,13,9
700134860,632,677,1796,2,5,8
700116170,446,471,883,1,18,8
158524,497,521,1320,2,7,9
700105882,414,439,720,1,13,7
700043772,338,374,412,2,8,7
700115456,368,394,495,4,11,8
700036014,346,388,424,2,7,8
94216,562,612,2140,1,11,7
700126810,386,410,532,4,4,9
700131784,271,289,184,4,4,8
108121,232,246,100,1,5,9
700132484,475,506,1116,2,11,9
1400062255,164,176,46,4,1,9
700072903,358,406,626,1,9,7
700078416,410,442,1064,4,7,6
700110895,218,229,156,4,4,8
700034690,413,455,780,4,16,6
700061157,454,484,976,4,10,9
700050563,223,250,96,2,17,7
700138590,269,288,148,2,8,8
700137778,540,566,1332,2,19,6
93826,620,654,1550,2,4,6
700097392,430,485,1344,1,9,5
700046413,278,295,221,4,3,9
700117230,343,362,436,2,4,8
700126529,255,274,163,4,3,9
700124126,418,447,692,2,10,8
700098186,403,429,667,1,5,9
93639,442,474,545,1,3,6
700030201,397,426,936,,7,6
700034585,295,327,263,4,6,8
125157,450,492,1060,1,7,5
700060537,676,656,1630,2,5,7
700110455,506,563,1530,1,37,6
700087043,270,288,198,4,3,9
700058700,476,510,825,1,3,7
700064261,409,435,618,1,12,9
700106689,293,312,240,1,8,8
700044493,568,606,1103,2,4,6
700071408,415,442,769,2,6,8
700093725,503,545,1600,2,10,7
700113591,545,597,2124,1,14,7
61393,305,316,355,2,2,7
155905,540,562,1750,2,13,9
700037601,577,615,1512,2,6,5
700043292,338,381,380,2,4,8
700041145,283,305,313,,5,7
700119911,551,606,2003,2,18,8
162580,413,453,780,1,11,8
700129567,338,373,584,1,9,6
700036235,327,345,409,1,6,8
700069777,432,459,851,2,6,9
700097948,256,273,141,4,2,9
700031844,455,492,1650,2,6,7
700043443,367,390,522,4,4,9
1400076888,576,607,2200,2,9,9
700091889,170,179,53,4,5,9
700132329,436,460,823,2,7,9
700124461,420,460,1257,,12,6
700118931,331,360,544,,9,6
1400059620,365,385,475,2,3,7
700038586,214,221,110,,3,7
1400085005,232,246,160,1,2,8
700133571,489,550,1794,4,12,7
700079503,485,538,2000,1,30,7
700127863,539,560,1555,1,11,8
700098874,493,519,1163,2,11,7
1400062763,310,328,500,1,4,8
700044678,590,649,2415,2,17,7
700131012,420,444,902,2,6,9
700101596,511,567,1800,2,11,7
700115292,432,460,474,2,2,8
700079264,406,452,750,2,11,7
700052344,378,407,700,2,5,9
700126125,290,308,249,4,4,9
700071857,264,280,277,4,4,8
700065862,431,477,455,4,10,9
700090981,289,306,238,4,4,9
700075808,499,525,876,1,5,7
1400072087,250,270,100,4,1,9
700067810,304,325,271,4,8,9
700122931,394,420,685,1,8,8
700042257,370,419,537,4,7,6
1400054594,383,409,600,1,4,8
700114720,146,154,40,4,3,9
700051667,447,469,919,1,9,9
700057780,266,281,206,4,4,8
700110153,360,383,415,2,6,9
1400009684,365,390,470,4,6,7
700120116,795,830,3734,2,7,8
172470,218,227,96,2,1,9
700084738,439,490,1400,1,11,8
1400010227,381,400,1100,2,6,7
700087830,375,404,512,,12,7
700131695,440,477,1238,4,10,6
79237,278,297,302,1,4,8
700140081,608,640,1254,2,6,6
700061099,141,159,32,4,1,9
123344,382,422,590,2,5,8
700035092,478,502,1690,2,13,6
700044160,545,580,1149,2,3,6
700117337,540,574,1660,2,11,8
700099511,546,610,2106,4,13,9
700034629,549,609,1955,2,12,5
700109836,540,575,2174,4,8,8
700029526,615,688,,4,18,6
700127685,550,583,1702,2,10,8
111375,506,538,800,1,5,6
115386,674,734,3750,1,25,8
700047419,374,397,505,2,4,9
700084629,471,528,1600,2,12,8
700032032,314,329,,,5,7
700071359,505,538,1461,2,13,9
700126082,296,317,279,4,5,9
163467,362,380,1000,2,4,9
700127248,318,359,444,2,6,9
700053014,444,468,916,2,7,8
160253,240,252,145,2,2,9
53255,377,414,530,1,6,7
700078775,521,555,2230,2,14,4
700109541,172,192,68,4,4,7
126622,355,396,492,2,5,6
1400019652,348,368,395,2,10,7
700134418,353,373,485,2,3,9
700084861,393,440,860,1,4,8
700112169,246,275,228,2,2,9
700101471,236,248,90,4,1,6
700094320,226,252,135,1,1,9
111522,437,467,845,1,13,7
700057948,421,449,1054,,12,6
700109880,216,230,119,4,4,8
700064683,418,445,638,4,10,9
700093960,430,455,910,2,3,9
700073818,435,464,960,4,7,8
700093611,460,503,1637,2,11,8
700106242,298,320,270,4,4,8
700033290,400,446,803,2,18,6
700070415,413,459,1058,1,15,4
700131901,244,265,180,,4,8
700051929,205,214,103,1,8,6
700058772,268,291,237,,3,8
159089,608,642,1200,2,8,7
700083943,360,360,293,4,7,6
158132,252,269,135,2,3,9
700042673,210,232,82,1,5,5
700100361,252,270,150,1,3,9
700138007,743,786,4064,2,8,7
700099954,410,440,1072,1,4,8
700138519,614,650,2769,1,14,8
700029706,403,432,970,4,6,8
700081154,399,430,661,2,6,9
700116882,501,537,805,1,3,8
700060435,654,716,3264,1,16,7
1400054606,375,404,560,2,4,8
122652,448,467,1480,2,12,8
172473,490,514,1170,2,6,9
700082594,264,281,165,4,3,9
700140596,263,298,222,2,5,9
700106690,276,298,179,1,8,8
700141133,356,381,447,1,12,9
700049662,500,561,1479,2,26,7
1400086466,270,290,265,,5,8
700131947,336,360,373,1,7,8
700052620,138,143,40,,4,8
700126619,550,584,980,1,5,7
700043110,211,234,94,4,3,7
700114127,395,430,948,4,7,6
700116439,402,425,680,1,11,8
700122344,271,286,203,1,3,9
700068167,238,255,124,2,9,8
148855,330,350,340,1,5,8
700122489,316,336,329,2,5,9
700091556,385,416,883,,7,7
700116948,448,479,629,1,4,4
1400063641,211,220,140,,3,7
161878,362,384,490,1,6,9
700113971,158,176,50,2,1,8
700041581,278,293,390,4,4,7
73211,184,193,93,1,3,8
111682,298,314,220,1,2,9
158117,229,245,115,2,2,9
700065260,301,346,372,2,6,9
700116416,260,276,175,4,3,7
700139621,263,276,274,4,7,9
1400014705,293,317,260,1,4,6
700041866,555,619,1808,1,21,8
700077167,461,491,900,1,11,8
700045827,293,323,266,4,4,9
700073248,462,491,1269,2,18,5
700093722,393,415,377,2,2,8
158909,540,570,700,2,4,7
700102520,473,525,1490,2,16,6
122613,284,314,182,1,6,8
700074027,374,416,623,2,18,5
66435,410,425,1048,1,2,7
110221,334,358,250,1,2,8
700130053,393,421,567,2,7,9
700053682,410,448,630,2,12,7
700071558,486,486,771,2,8,7
700138990,357,379,609,3,7,8
700105870,473,508,660,1,3,7
700055273,450,499,1173,2,27,6
700118017,368,404,821,4,6,8
78168,569,620,2350,1,13,7
700077069,650,716,2450,2,23,7
700068518,407,434,758,1,17,8
700115475,427,452,774,2,12,7
700136839,342,372,523,,10,7
700033404,469,469,605,2,7,7
700105145,467,519,1228,2,24,6
700079403,470,530,1350,2,15,8
1400020718,270,286,210,4,2,9
700099797,325,350,390,4,5,8
700044593,420,443,810,2,4,9
700077926,297,323,250,1,8,7
700112177,500,530,1277,2,10,9
700141117,465,501,1263,2,13,8
700088906,372,405,791,,12,7
700068358,263,263,118,4,4,9
111411,280,300,180,1,5,9
700068170,266,282,167,2,10,8
114976,449,477,568,2,4,7
148083,432,456,925,2,8,9
700108628,425,460,1187,4,8,6
111684,314,322,260,1,3,9
1400075333,371,393,750,2,8,7
105223,481,524,990,1,10,7
700070994,209,224,105,4,1,9
700104649,507,550,1866,2,15,6
700135784,220,228,132,4,7,8
700079515,564,598,1100,2,6,7
700133376,470,497,994,2,14,9
700033014,350,393,620,1,11,7
700072184,356,384,677,1,10,6
700135096,565,593,1922,2,10,9
700056884,220,245,131,2,6,7
700086044,452,472,912,4,5,8
700048937,408,429,1208,2,8,7
700142160,386,412,655,2,6,8
700129640,288,306,247,4,3,9
700109272,250,267,126,4,3,8
700077219,468,496,1000,2,7,9
700033901,366,390,604,2,3,9
700142629,243,254,231,4,5,8
700128801,285,320,365,2,5,8
700097507,455,485,1043,1,7,9
700128502,259,275,200,1,10,8
700048181,406,451,760,1,11,7
700038722,487,538,1176,2,7,6
700122039,538,572,1760,2,14,8
1400019531,373,398,798,2,8,7
700067983,316,351,289,2,15,1
700106478,250,265,151,1,7,8
700038739,531,586,1794,2,12,7
700097563,399,435,885,4,10,6
700043333,470,470,640,1,8,8
700140386,296,338,355,2,11,6
700071831,371,395,712,4,6,7
1400016406,215,225,140,4,2,8
149226,480,500,770,1,3,8
700128195,275,285,311,4,7,8
700126669,385,412,558,1,7,9
700055454,303,318,521,1,4,7
700055449,371,409,404,1,2,6
700074262,407,445,1030,4,5,7
700032078,282,296,192,4,3,9
700073647,376,395,525,4,6,9
700047252,442,480,1468,4,18,4
700138661,301,323,290,1,4,8
53586,204,225,88,1,4,6
700034587,409,431,678,1,6,9
153314,405,436,440,4,2,7
700127573,311,336,333,4,4,9
700105318,443,493,1133,2,13,8
700103089,572,612,1410,2,2,6
700030940,378,405,603,2,8,8
700124198,309,330,278,1,6,9
700040395,259,269,227,,6,8
700142858,416,455,1081,2,8,7
700059775,362,403,555,1,9,7
168304,400,420,640,1,4,8
700045558,378,411,704,4,6,7
700082195,521,545,1489,2,5,9
700053248,498,556,1585,2,15,5
173804,306,324,325,2,2,9
700092893,454,485,1489,,5,6
1400081963,218,232,100,1,1,9
700116062,455,486,918,2,12,6
700082859,210,236,102,4,3,9
700081961,528,560,1500,2,11,7
700143199,380,406,584,1,8,9
700114952,393,416,632,2,7,9
700117227,357,381,468,2,5,9
700123938,200,213,64,,3,9
700029389,211,231,,,6,7
700093095,268,281,281,,6,3
700141148,290,311,232,2,4,9
700129975,470,504,1659,2,13,5
700051935,428,461,1210,2,5,8
700061422,340,360,391,2,4,9
700110286,446,493,1223,2,11,6
700037829,493,531,2087,,14,5
700039954,178,191,42,2,5,7
161779,480,516,750,2,4,8
117133,206,218,118,1,4,9
700079922,235,250,135,1,2,9
700103978,205,231,109,2,6,8
700054547,248,275,219,,3,9
700094981,187,202,50,4,2,9
700132043,440,493,1262,1,12,8
700032669,444,485,842,1,16,7
700132292,496,521,1255,2,12,9
700104945,357,384,466,4,7,9
700032298,244,256,135,4,3,9
109836,404,425,411,2,2,8
700051770,426,455,502,1,3,7
700135705,235,251,127,4,2,9
700067575,432,469,838,2,15,7
700083586,410,470,1113,2,13,6
700056344,339,361,594,,4,8
700036776,352,395,435,2,6,7
700074011,382,426,655,1,12,6
700106217,200,205,179,2,11,8
700051559,438,469,1243,4,13,7
700034882,331,347,553,2,8,7
700096759,393,421,746,4,10,6
700077172,319,343,310,2,7,9
107367,576,625,2448,1,12,7
700066448,504,548,1951,1,19,7
700056132,338,360,369,2,4,9
700126694,386,407,620,1,8,8
153662,416,444,810,1,5,9
700085546,445,484,1361,,12,5
700090962,332,356,407,1,7,9
700066740,362,384,523,2,8,8
700094845,345,345,300,4,9,5
149454,306,318,255,1,4,9
700119302,318,340,326,2,5,9
700142741,234,253,197,4,6,6
107897,266,285,150,1,6,9
700059192,348,363,759,1,7,7
173438,170,190,50,1,2,9
700035636,440,503,1415,2,19,7
700033571,160,182,51,,2,7
700040104,872,919,7000,2,13,5
700123979,261,278,156,2,3,8
700040068,418,442,1464,1,8,6
700047597,360,382,495,2,4,8
700142892,233,252,178,4,3,9
700064877,448,473,771,4,16,9
700091418,640,679,1502,,7,6
700083784,450,490,1353,4,12,4
173158,210,220,100,2,2,9
1400055855,121,127,42,2,4,8
700046860,307,217,126,4,8,7
167756,410,427,600,2,5,9
700036186,358,400,857,2,6,8
158023,312,333,280,1,3,9
700117182,361,410,612,2,8,6
700088627,535,567,884,1,5,6
700072102,543,577,2066,2,14,8
700037490,134,140,,,6,6
700035662,612,645,2730,1,26,7
700139311,330,371,337,2,17,7
700054830,286,307,243,4,4,9
700072896,324,369,389,1,4,8
700081785,487,519,1450,1,11,8
170944,376,400,375,1,3,6
700083144,414,440,740,2,7,9
700135694,444,481,641,1,3,7
700102473,220,240,148,4,3,8
700034653,596,664,1456,2,16,6
700102576,589,631,1155,4,6,6
700067818,210,222,77,4,5,8
700081474,388,411,605,1,5,9
700033284,403,452,821,2,19,6
700032744,297,322,335,,7,8
700114609,205,216,136,4,5,9
700054844,330,370,557,,7,8
102530,214,228,76,1,2,8
172322,624,680,2550,1,15,7
700085005,332,353,405,4,7,8
111790,390,410,999,2,9,8
700142939,486,543,1859,1,17,7
700116969,455,497,,,9,6
700044078,379,401,388,1,3,6
700059776,426,472,773,2,12,6
700058389,361,382,494,1,3,9
700139245,392,444,562,2,29,4
156422,442,467,958,2,6,9
700141770,564,593,2165,2,7,9
700086850,178,190,55,4,2,8
1400016673,266,286,140,4,3,7
114945,550,601,1845,1,12,8
700036348,333,350,392,2,4,9
700109017,430,467,1358,2,9,8
700077922,246,272,140,4,5,8
700050566,165,184,44,1,6,7
700127124,170,191,56,4,5,7
700037750,320,339,345,2,3,9
700052189,515,574,1804,2,25,7
148802,597,628,1645,2,16,7
700030204,386,420,856,,6,7
700109951,233,250,120,4,2,9
700055336,450,492,1326,1,15,6
1400052127,270,278,285,4,3,8
700124785,170,190,50,2,2,9
700110539,440,480,1190,4,10,7
700068788,218,242,139,2,2,9
700117669,535,566,1644,2,11,9
110655,346,368,430,2,7,9
700113130,430,479,916,2,17,6
700054337,302,339,297,4,37,8
700103410,562,592,1912,2,12,8
700084387,325,341,564,2,5,7
700029901,141,149,,,2,7
700114399,395,403,934,4,9,6
700110652,400,450,723,2,16,7
700076016,315,337,342,4,4,9
114402,486,514,1290,2,4,9
700103126,616,658,2073,1,4,6
700073093,430,454,909,4,8,9
700085878,444,479,1471,,6,8
700058503,270,302,194,4,4,9
700042598,487,536,1463,1,27,6
700060894,305,340,320,2,9,7
700038090,226,235,188,,8,5
1400075321,450,498,1250,1,8,6
167652,126,136,20,1,0,9
113377,250,270,158,2,3,9
700088100,194,210,60,,2,8
158599,368,391,585,2,5,8
700096221,330,360,492,4,8,6
700029508,468,524,1140,1,21,7
700079306,483,539,1500,1,33,8
700072926,211,224,111,4,6,7
700117285,380,411,823,,5,8
700032058,298,317,265,4,3,9
700075597,330,340,313,,7,7
700051496,405,429,715,2,5,9
700039781,564,625,2349,,29,6
700133300,424,455,753,2,11,6
700094783,490,522,1606,1,10,9
700042430,576,576,1089,,11,8
700061468,396,420,578,1,9,9
700130821,425,452,811,1,10,9
118893,475,503,1200,2,5,9
700072944,322,359,363,2,5,8
700062975,293,312,240,,2,8
700137393,455,510,1207,1,13,6
700076432,424,471,1083,1,10,8
700107640,411,441,632,2,11,8
700038447,485,503,1080,2,8,8
700127583,271,290,192,4,3,9
158758,260,278,166,2,2,9
700110173,260,270,348,4,3,9
700087348,225,237,109,4,3,9
700134964,321,339,312,2,3,9
700124664,301,339,310,2,11,7
700049043,416,437,705,2,4,9
700029462,473,511,1855,2,6,7
700097231,531,592,2266,1,9,8
700126443,406,433,650,1,10,9
700066368,322,347,340,1,15,8
700044409,360,398,630,1,6,8
1400064527,570,605,1200,,8,4
700065114,370,418,699,4,13,9
700058021,579,611,1340,1,5,8
700030879,191,213,73,4,3,9
700097792,417,443,1050,1,10,7
700034979,445,483,1390,,8,7
700081056,394,424,657,1,11,9
700097765,291,314,330,4,5,8
700038333,221,248,113,2,5,9
700135017,445,492,1096,2,11,8
700055721,548,608,1989,2,44,7
700116054,434,465,888,2,18,7
700038812,290,311,213,2,4,9
700117390,305,324,324,2,5,9
700074503,371,388,525,1,4,9
700030171,368,412,648,2,12,7
89812,428,447,1050,2,4,9
700129608,410,447,1130,,11,6
700045579,566,566,1500,,10,8
700075387,225,235,127,4,3,6
700140432,480,533,1408,2,18,6
700127369,387,415,687,1,7,8
700130305,494,552,1483,2,24,6
161023,580,612,1300,1,7,5
700034108,365,384,272,1,2,9
700115185,388,416,362,2,3,8
700056219,388,435,819,,14,9
700092564,212,224,115,4,6,8
700137567,186,195,65,4,2,9
700064988,365,411,697,2,14,6
1400081443,251,264,260,2,2,7
700060266,365,390,334,2,7,9
700093100,456,495,1493,,9,5
1400075092,226,241,104,1,2,9
103829,670,748,3836,1,18,6
700055070,725,764,2467,2,7,5
104550,808,850,3725,2,8,7
102820,238,252,140,1,3,9
700125997,415,443,747,2,7,8
700110226,285,300,480,4,3,8
1400019578,566,642,1320,,10,7
1400015322,345,367,680,2,4,8
700047865,533,565,1462,2,9,8
700108621,330,354,,4,7,8
700058984,437,494,861,,27,7
700060299,627,663,2624,2,13,8
700034098,346,367,401,2,3,9
700070424,458,497,1170,4,12,5
700080082,212,225,88,4,2,8
700094644,401,422,700,2,2,9
700050642,266,303,240,2,3,8
700072884,446,479,1339,4,9,6
700108653,232,247,122,2,3,9
700054713,340,365,436,1,5,9
700133488,375,397,544,2,8,8
69485,180,180,60,2,1,6
700069516,363,385,516,2,10,9
700118618,278,296,197,2,3,9
700138879,556,591,932,2,6,7
700123124,519,575,1740,2,23,4
700086346,615,648,2119,2,19,7
1400076654,305,327,286,4,5,6
700074867,348,372,455,1,6,8
700118461,306,325,234,4,6,9
700125867,184,193,89,2,4,7
700115351,342,367,369,2,7,9
125158,728,780,4940,1,17,7
700047683,262,287,258,,3,9
700108154,151,160,46,2,4,9
700098926,194,207,68,4,2,9
700107269,470,495,883,2,12,8
700053056,597,630,730,1,5,6
700107053,365,391,491,1,7,8
148803,454,486,910,2,10,9
700090944,296,317,279,4,5,9
700074753,438,494,1200,1,11,8
700080859,450,480,986,2,7,9
700101331,345,369,465,4,6,9
700081284,281,298,211,2,4,8
700040644,312,334,457,,5,7
1400054858,278,309,220,2,7,7
700053046,389,415,626,4,5,8
700074407,474,501,1039,1,6,7
700109813,775,820,3731,2,8,7
1400056118,541,570,880,2,5,8
700079504,425,484,1500,4,12,8
700075019,238,252,136,2,2,9
700125722,559,587,1633,1,11,8
1400057244,375,414,540,1,5,5
700132303,415,440,749,1,15,9
700115196,284,296,430,2,6,6
700029490,380,404,629,1,5,9
700123962,415,442,762,1,12,8
700119894,556,591,1618,2,12,8
1400074699,511,540,2750,2,16,6
59609,560,620,2200,2,15,7
700130190,616,616,1205,1,14,5
700038056,496,523,1055,2,11,7
700074881,373,399,550,1,8,8
700032678,366,409,608,1,10,7
700034043,409,441,1000,,11,6
700124765,439,467,771,2,8,7
700068782,378,399,554,4,6,9
1400078750,230,245,220,2,3,7
700109368,455,483,1022,2,12,8
700125428,334,356,346,2,12,7
700075624,382,440,934,1,4,9
700112530,515,542,1407,2,8,8
700133499,449,478,1231,,13,6
1400034875,324,338,325,2,3,8
700139568,316,360,325,,13,7
700041762,459,459,532,2,12,7
700069673,249,267,168,4,5,9
700101444,430,476,1178,2,13,6
700059823,411,455,647,2,11,6
700093085,225,234,171,,6,5
700127358,423,475,1079,2,15,7
108323,340,366,424,2,5,9
700041031,330,359,333,2,5,7
700111166,471,521,1485,2,11,8
700087798,620,650,3125,2,17,7
700119859,469,521,1698,,18,8
700098557,369,398,770,2,5,8
700059691,385,437,789,1,13,7
57803,340,377,470,2,5,7
700042109,612,681,3306,2,17,6
700066218,313,385,346,2,16,4
108554,312,336,330,2,5,9
700121826,580,640,2400,1,16,5
700124340,263,285,235,2,5,8
700047496,363,384,485,1,4,9
1400076571,457,487,1394,2,13,5
700143090,446,472,,4,10,7
700119453,345,369,640,,7,8
1400076660,313,333,276,2,3,7
700079785,247,264,180,4,2,9
700046107,227,245,94,2,4,8
700060864,350,390,458,4,9,6
1400065211,645,708,3556,2,14,7
150235,215,229,97,1,1,9
77716,252,280,170,2,5,8
117896,510,532,1450,2,8,9
700051694,499,531,1425,4,9,5
700114911,247,263,150,4,3,9
1400054212,425,452,790,1,5,9
700041635,472,494,1288,1,4,7
700114487,340,363,568,4,4,9
700064827,429,483,973,1,12,7
700138385,473,516,1836,4,13,4
700097896,531,566,2200,2,13,6
700059321,430,482,1037,1,13,9
700084582,253,270,211,4,3,9
700105830,452,479,964,2,10,8
700076145,350,390,965,2,4,9
700049195,345,365,442,1,3,9
700085314,275,293,208,2,3,9
700029362,228,252,139,2,6,8
700032926,415,444,1050,4,8,6
80503,260,275,200,2,2,6
84140,316,323,450,2,5,9
700048707,436,436,486,1,4,8
700110857,496,546,1125,2,6,8
89784,370,392,490,1,4,9
700092858,510,541,790,1,3,7
700034565,523,580,1970,1,19,6
700062990,301,314,240,,2,8
700052969,548,572,1782,2,9,9
174114,300,308,300,2,2,8
700088924,433,463,1049,,13,5
700135228,604,635,1272,1,5,7
700134575,369,369,352,1,5,8
700131260,440,493,1377,2,12,8
700033211,363,389,620,2,8,6
83307,566,596,1830,2,7,8
700046016,305,326,272,4,3,9
700112357,333,370,500,2,9,5
700098905,299,318,294,4,4,8
1400076200,106,112,18,4,1,9
700139072,424,465,951,,12,6
700054162,375,405,772,,5,6
107892,245,262,138,2,5,8
162097,477,500,1170,2,4,6
700126103,430,462,831,1,15,8
92167,500,530,510,2,3,7
700100951,350,381,462,1,7,9
700055746,366,406,494,1,9,6
700080692,275,293,205,1,3,9
700048409,238,270,197,2,3,9
1400070815,188,200,80,4,3,7
700119975,332,374,471,,11,8
700079495,430,470,1200,4,6,8
700110291,419,448,757,2,8,8
700065740,350,377,409,2,13,8
700060922,393,414,670,4,6,9
700059152,219,245,145,,1,8
700056545,446,477,900,2,9,8
700074689,439,496,889,4,11,7
700136474,175,196,77,4,2,9
73189,142,151,42,1,3,5
700095008,505,547,2100,2,11,7
110351,314,336,285,1,5,9
1400018719,221,233,145,2,3,7
153734,520,546,1750,1,13,9
700134549,328,351,318,2,3,9
700116405,349,373,494,4,6,8
700061127,345,362,408,1,4,7
700115191,426,455,1053,4,6,7
700127558,468,509,1596,,11,5
700035226,574,595,1996,1,13,7
700101291,370,370,322,4,4,6
700103794,185,205,75,2,5,8
700077447,460,486,868,4,6,8
700103488,221,230,156,2,4,8
93763,566,598,1850,2,10,8
700094192,202,212,123,4,3,8
700062666,249,267,150,,2,8
700085792,282,307,240,1,3,9
700113305,475,525,1140,1,18,4
700084539,413,445,1170,2,9,6
700131456,316,335,233,4,2,8
700119957,464,511,1256,,29,8
700114139,376,406,629,1,10,7
80019,234,248,130,1,2,8
700137246,526,584,1889,2,23,8
700095353,460,480,1010,2,7,9
700063224,500,527,1450,1,10,7
700115245,430,468,1089,1,7,7
700040212,322,342,369,2,4,9
